지점,지점명,일시,평균기온(°C),합계 강수량(mm),평균 상대습도(%),합계 일조시간(hr)
165,목포,2014,13.9,1087.7,84.4,2202
165,목포,2015,14.4,1041.6,79.8,2218.3
165,목포,2016,14.8,1398,82.1,2157.8
165,목포,2017,14.3,722.5,81.3,2432
165,목포,2018,14.4,1363.3,76.1,2397.5
165,목포,2019,14.3,1248.4,72.3,2390.7
165,목포,2020,14,1427.7,74.2,2318.6
165,목포,2021,15.1,1101,73.6,2443.1
165,목포,2022,14.3,739.9,72,2319.2
165,목포,2023,14.9,1577.9,75.3,2119.2
168,여수,2008,14.5,959.8,63.1,2279.7
168,여수,2009,14.6,1247.7,62.9,2277.1
168,여수,2010,14.3,1733.1,65.4,2195.4
168,여수,2011,14,1650.4,63.7,2260.2
168,여수,2012,14,1825.1,68.3,2428.5
168,여수,2013,14.7,1200.8,68,2747.3
168,여수,2014,14.7,1575.3,59.5,2436.6
168,여수,2015,14.9,1250.5,60.3,2450.1
168,여수,2016,15.3,1616.6,62.4,2371.6
168,여수,2017,15,1019.6,63.5,2686.3
168,여수,2018,14.9,1578.7,68.3,2570.3
168,여수,2019,15.4,1529.9,67.5,2556.9
168,여수,2020,15.1,1751.9,67.8,2504.9
168,여수,2021,15.7,1571.2,67.3,2642.2
168,여수,2022,15.1,1067.4,63.3,2522
168,여수,2023,15.5,1935.4,68.5,2331.9
169,흑산도,2008,13.1,919.7,75.8,1803.8
169,흑산도,2009,13.7,1010.7,74.6,1948.5
169,흑산도,2010,13.3,1478.1,76.8,1693.2
169,흑산도,2011,12.9,830.7,77.3,1713.5
169,흑산도,2012,13.5,1645.2,77.4,2102.4
169,흑산도,2013,13.7,1093.7,78.9,2250.5
169,흑산도,2014,14.1,1186.7,76.4,2178.8
169,흑산도,2015,13.6,1085.8,80.6,2031.1
169,흑산도,2016,13.7,1183.1,86.2,1922.9
169,흑산도,2017,13.5,746.9,86.5,2133.5
169,흑산도,2018,13.8,1516.2,81.6,1830.1
169,흑산도,2019,14.1,1079.1,77.3,2104.4
169,흑산도,2020,14.1,1187.2,80.2,1984.1
169,흑산도,2021,15.3,919.5,79.7,2097.7
169,흑산도,2022,14,668.2,79.2,2015.7
169,흑산도,2023,14.3,1366.9,81.4,1946.4
170,완도,2008,14.1,1180,69.9,1969.2
170,완도,2009,14.3,1588.4,67.4,2094.7
170,완도,2010,14,1895.3,72.2,1894.3
170,완도,2011,13.9,1363.2,71.2,2042.7
170,완도,2012,13.9,1710.3,68.6,2084.7
170,완도,2013,14.6,1253.5,68.3,2563.2
170,완도,2014,14.5,1862.6,69.1,2346.3
170,완도,2015,14.5,1638.5,75.2,2254.6
170,완도,2016,15.1,1608.4,80.4,2052.6
170,완도,2017,14.9,958.1,75.1,2311
170,완도,2018,14.8,1431.4,74.1,2210.1
170,완도,2019,15,1678.8,71.2,2144.4
170,완도,2020,14.9,1580.7,72.4,2144
170,완도,2021,15.6,1607.2,72.6,2289.8
170,완도,2022,15.2,704.4,69.2,2318.8
170,완도,2023,15.6,1715.3,74.3,2218.4
172,고창,2010,,53.8,,135
172,고창,2011,13,1411.3,75.5,1984.7
172,고창,2012,13,1404.1,79.1,2023.3
172,고창,2013,13,1226.8,80.3,2154.6
172,고창,2014,12.9,1290.9,79.3,2054.8
172,고창,2015,13.4,956.1,80.6,2025.7
172,고창,2016,14,1090.9,82,2063.5
172,고창,2017,13.1,901.9,81.2,2414.3
172,고창,2018,13.3,1316.9,79.6,2394.3
172,고창,2019,13.4,1099.5,76.1,2318.1
172,고창,2020,13.3,1554.7,76.9,2130.2
172,고창,2021,14,1255.8,72.8,2148
172,고창,2022,13.3,753.9,69.6,2192.9
172,고창,2023,,1232,,2078.9
174,순천,2011,,2112.8,,1417.9
174,순천,2012,12.3,1967,70.7,1978.4
174,순천,2013,12.7,1280.4,69.9,2314.3
174,순천,2014,12.6,1910.8,70.5,2096.7
174,순천,2015,13.2,1331.5,70.7,2152.4
174,순천,2016,13.9,1614.6,68.1,2082.9
174,순천,2017,12.7,883.4,70.3,2381.8
174,순천,2018,12.7,1532.4,76,2290.5
174,순천,2019,13.1,1568.2,74.4,2254.8
174,순천,2020,13,1906.1,74.1,2090.9
174,순천,2021,13.5,1320.9,75.6,2163.4
174,순천,2022,13.2,987,70,2248.5
174,순천,2023,13.5,2139.5,76.2,2099.7
175,진도(첨찰산),2008,11.6,1302.5,76.3,1817.7
175,진도(첨찰산),2009,11.7,1481,74.7,1968.9
175,진도(첨찰산),2010,11.6,1608.6,79.3,1628.8
175,진도(첨찰산),2011,11.3,1263.9,78.5,1837.1
175,진도(첨찰산),2012,11.2,2198.3,76.9,1916.6
175,진도(첨찰산),2013,11.6,1257.1,78.4,2322.5
175,진도(첨찰산),2014,11.8,1537.5,78.3,2226
175,진도(첨찰산),2015,11.7,1451.2,78.2,2280.7
175,진도(첨찰산),2016,12.4,1454,80,2033
175,진도(첨찰산),2017,12.4,814.5,72.5,2311.6
175,진도(첨찰산),2018,12.2,1394.6,77,2206.8
175,진도(첨찰산),2019,,787.2,,1345.5
176,대구(기),2013,,146,,579.1
176,대구(기),2014,14,1023,64.9,2094.4
176,대구(기),2015,,188.5,,1137
177,홍성,2015,,222.3,,197.5
177,홍성,2016,13.2,760.4,76.9,2558.1
177,홍성,2017,12.6,1009.5,75.3,2531.2
177,홍성,2018,12.4,1299,78.3,2556.2
177,홍성,2019,12.7,922.3,74,2436.5
177,홍성,2020,12.8,1609.7,73.8,2356.9
177,홍성,2021,13.3,1242.8,75,2341.8
177,홍성,2022,12.7,1389.6,73.3,2511
177,홍성,2023,13.7,1584.8,75.6,2406.5
181,서청주,2023,13.1,1746.5,71.3,2254.9
184,제주,2008,16,1308.8,63.9,1687
184,제주,2009,16,1304.8,62.5,1764.7
184,제주,2010,15.6,1584.9,66.5,1681.8
184,제주,2011,15.6,1478.6,68.7,1720
184,제주,2012,15.7,2248.3,71.3,1693.4
184,제주,2013,16.5,859.1,72.1,1990.2
184,제주,2014,16.2,1563.4,70.3,1755.5
184,제주,2015,16.7,1728.3,70.9,1826.6
184,제주,2016,17,1416.4,71.9,1718.4
184,제주,2017,16.8,773.3,67.5,1981.3
184,제주,2018,16.6,1769.5,71.1,1939.7
184,제주,2019,16.8,1979.9,69.8,1909.9
184,제주,2020,16.7,1389.5,69.2,1890.3
184,제주,2021,17.5,1627.7,70.7,1965.3
184,제주,2022,17,1075.8,71.3,2012.2
184,제주,2023,17.5,1444.9,69.3,1936.1
185,고산,2008,15.8,972.3,69.3,1859.9
185,고산,2009,15.7,1133,68.7,1950.6
185,고산,2010,15.7,1361.8,71.5,1789.3
185,고산,2011,15.4,961.3,73.1,1784.6
185,고산,2012,15.6,1418.1,70.5,1803.7
185,고산,2013,15.5,697.1,74.5,2132.3
185,고산,2014,15.5,1271.6,76.8,2130.1
185,고산,2015,15.6,1546.4,77.7,2075.3
185,고산,2016,16.2,1293.1,78.6,1911.3
185,고산,2017,16,861.3,77.2,2230.2
185,고산,2018,16.1,1345.8,79.5,2237.6
185,고산,2019,16.2,1560.9,78.3,2236
185,고산,2020,16,1228.9,79.3,2189.8
185,고산,2021,17,1387.9,80.3,2335.3
185,고산,2022,16.4,1257.6,77.3,2388.1
185,고산,2023,16.6,1400,75.8,1933.7
187,성산,2008,,1372.2,,1241.9
188,성산,2008,15.6,1770.7,71,1741.2
188,성산,2009,15.4,1753.5,66.3,1826.1
188,성산,2010,15.1,2086.8,73.8,1717.7
188,성산,2011,15.4,1865.7,73.1,1763.1
188,성산,2012,15.4,2458.4,77.8,1991.1
188,성산,2013,15.9,1364,75.4,2325.6
188,성산,2014,15.6,2241,74.6,2059.1
188,성산,2015,15.7,2542.2,75.7,2105.6
188,성산,2016,16.3,2255.9,76.4,1915.7
188,성산,2017,15.9,1917.7,70.6,2255.5
188,성산,2018,15.7,2146.7,74,2139.4
188,성산,2019,16.1,2658.1,70.9,2187.6
188,성산,2020,16,2116.2,70.6,2208.2
188,성산,2021,16.7,2086.3,72,2244.6
188,성산,2022,16.1,1555,72.4,1955.9
188,성산,2023,16.7,2099.1,75.8,1972.7
189,서귀포,2008,16.9,1661.4,69.6,1944.3
189,서귀포,2009,17.2,2006.8,66.1,1994.2
189,서귀포,2010,16.9,2393.3,69.1,1833.5
189,서귀포,2011,16.7,2010.2,70.9,1972.3
189,서귀포,2012,16.7,2700.8,70.2,1967
189,서귀포,2013,17.4,1086.6,69.8,2462.8
189,서귀포,2014,17,2473.2,70.8,2292.5
189,서귀포,2015,16.7,2618.1,72.6,2233.6
189,서귀포,2016,17,2204.5,75.7,1976
189,서귀포,2017,17,1334,72.3,2323.8
189,서귀포,2018,16.7,2166.2,78.7,2022.9
189,서귀포,2019,17.3,2210.3,77.9,2239.9
189,서귀포,2020,16.8,2089.6,78.9,2166.9
189,서귀포,2021,17.5,2136.2,75.9,2313
189,서귀포,2022,17.2,1561.3,73.6,2266.8
189,서귀포,2023,17.7,2220.7,73.2,2183.7
192,진주,2008,14,885.6,66.1,2231.8
192,진주,2009,13.8,1608.9,64.9,2186
192,진주,2010,13.1,1896,67.7,2109.5
192,진주,2011,13,2026.4,66.1,2212.8
192,진주,2012,12.7,1752.9,67.3,2462.9
192,진주,2013,13.4,1220.6,68.2,2673.9
192,진주,2014,13.2,1644.9,68.3,2401.8
192,진주,2015,13.4,1324.8,68.1,2460.4
192,진주,2016,13.8,1734.6,66.3,2282.4
192,진주,2017,13.5,766.7,61.2,2616.3
192,진주,2018,13.4,1605.4,65.1,2427.1
192,진주,2019,13.9,1481.6,69.3,2620.9
192,진주,2020,13.7,1812.7,71.3,2524.6
192,진주,2021,14.1,1395,72.8,2582.6
192,진주,2022,13.8,966.2,66.8,2704.3
192,진주,2023,14.4,2304.8,72.2,2386
201,강화,2008,11.7,1333,69.7,2194.5
201,강화,2009,11.4,1448.2,68.4,2234.5
201,강화,2010,10.9,1759.2,70.5,1931.1
201,강화,2011,10.7,2063.5,70.2,2095.6
201,강화,2012,10.7,1357.5,69.3,2232.6
201,강화,2013,10.8,1273.5,75.5,2212.9
201,강화,2014,11.8,605.8,72.5,2256.8
201,강화,2015,12,647.9,66.3,2381.3
201,강화,2016,12.1,1100.9,64.4,2291
201,강화,2017,11.5,809.3,65.3,2434.2
201,강화,2018,11.3,1072.3,66,2432.2
201,강화,2019,12.2,1079.3,66.3,2472.6
201,강화,2020,11.9,1436.9,71.7,2227.6
201,강화,2021,12.3,1013.6,73.9,2233.1
201,강화,2022,11.5,1561.8,73.9,2352.1
201,강화,2023,12.1,1377.3,75.8,2152.4
202,양평,2008,11.8,1420.4,68.1,1968.9
202,양평,2009,11.9,1576.5,67.2,1999
202,양평,2010,11.4,1902.5,69.8,1761.9
202,양평,2011,11.3,2198.5,69.8,1959.4
202,양평,2012,11.4,1532,67.6,2092.8
202,양평,2013,11.7,1683.1,71.2,1995.7
202,양평,2014,12.4,790.1,69.3,2135
202,양평,2015,12.9,801.5,67.3,2228.2
202,양평,2016,12.9,935.9,65.8,2141.7
202,양평,2017,12.2,1188.4,63.2,2316.8
202,양평,2018,12.1,1355.4,63.2,2319.8
202,양평,2019,12.7,1038.6,64.5,2202.7
202,양평,2020,12.5,1366.4,70.2,2168.6
202,양평,2021,12.7,1018.9,71.9,2140
202,양평,2022,12.2,2143.4,68.7,2173.5
202,양평,2023,13.1,1538.4,69.4,2155.4
203,이천,2008,11.5,1170.7,69,2015.4
203,이천,2009,11.6,1401.5,64.7,2065
203,이천,2010,11.1,1429.6,69.1,1827.9
203,이천,2011,11,2045,66.8,2052.1
203,이천,2012,11.1,1559.2,64.4,2386.1
203,이천,2013,11.4,1366.6,66,2329.1
203,이천,2014,11.9,791.5,62.8,2332.3
203,이천,2015,12.4,842.5,62.4,2372
203,이천,2016,12.7,870.2,62.6,2311.3
203,이천,2017,11.7,1020,62.1,2498
203,이천,2018,11.7,1425.5,64.5,2502.9
203,이천,2019,12.3,997.5,66.9,2283.1
203,이천,2020,12.5,1668.8,72.5,2067.3
203,이천,2021,12.7,1076.6,72.8,2034.6
203,이천,2022,12.2,1537.3,70.7,2085.2
203,이천,2023,13.1,1633.4,73.1,2003.3
211,인제,2008,10.2,1135.7,69.3,1781.4
211,인제,2009,10.6,1403.7,67.3,1806.5
211,인제,2010,10.2,1354.1,67.3,1581.4
211,인제,2011,9.4,1778.5,69.3,1786.6
211,인제,2012,10,1023.6,66.7,2086.2
211,인제,2013,10.6,1332.1,70.4,2096.9
211,인제,2014,11.1,705.2,66.5,2149.8
211,인제,2015,11.1,755.7,67.5,2260.6
211,인제,2016,11.2,1185.7,65,2191.3
211,인제,2017,10.5,1209.3,62.1,2240.3
211,인제,2018,10.1,1214.3,65.3,2273
211,인제,2019,11.2,779.3,67.2,2083.9
211,인제,2020,11.2,1429.1,69,1901.8
211,인제,2021,11.4,923,70.2,1896.5
211,인제,2022,10.9,1497.5,68.9,1946.1
211,인제,2023,11.8,1225.6,71.3,1945.3
212,홍천,2008,11,1140.4,69,1988.3
212,홍천,2009,11.2,1540.1,66.8,1996.7
212,홍천,2010,10.9,1305.5,67.4,1760.7
212,홍천,2011,10.7,1639.6,65.7,1935.5
212,홍천,2012,10.6,1277.8,64.7,2307.4
212,홍천,2013,10.8,1302.7,69.7,2247.8
212,홍천,2014,11.7,703.5,65.3,2327.4
212,홍천,2015,12.2,740,64.8,2459.6
212,홍천,2016,12.3,967.9,65.5,2378.1
212,홍천,2017,11.3,1192.2,65.3,2502.4
212,홍천,2018,11.2,1348.6,67.3,2513.4
212,홍천,2019,12.1,871.4,67.3,2275.7
212,홍천,2020,11.6,1485.8,69.3,2105.5
212,홍천,2021,11.8,950.3,69.9,2018.8
212,홍천,2022,11.1,1707.7,68.6,1963.5
212,홍천,2023,12.1,1392.4,71,1989.4
216,태백,2008,9,959.5,66.7,2092.3
216,태백,2009,9.2,1140,63.4,2012.6
216,태백,2010,9,1120.3,64.2,1939
216,태백,2011,8.6,1973,63.8,1919.7
216,태백,2012,8.4,1523.4,66.9,1850
216,태백,2013,9.4,922.4,67.6,1958.7
216,태백,2014,9.3,1170.9,68.6,1918.5
216,태백,2015,9.8,882.8,66.6,1989.2
216,태백,2016,9.8,1141.4,69.4,1950.1
216,태백,2017,9,933.8,65.3,2133
216,태백,2018,9.3,1489.3,66.9,2064.6
216,태백,2019,9.9,1169.8,67.3,2102.6
216,태백,2020,9.6,1530.1,68.4,2022.1
216,태백,2021,9.5,1207.4,69.1,1852.3
216,태백,2022,9.1,1088.9,65.8,2084
216,태백,2023,10,1525.8,67.4,2070.6
217,정선군,2010,,524.1,,510.3
217,정선군,2011,9.8,1761.4,68.3,1676
217,정선군,2012,9.9,965.1,66,1786.6
217,정선군,2013,10.5,1250.2,69.3,1965.8
217,정선군,2014,10.8,893.7,65.1,1765.5
217,정선군,2015,11.4,724.6,64,2036.7
217,정선군,2016,11.5,1174.2,64.4,1986.1
217,정선군,2017,10.8,972.5,63.8,2034.9
217,정선군,2018,10.6,1420.9,65.7,1889.6
217,정선군,2019,11.2,798.9,65.3,1753.9
217,정선군,2020,11,1305.4,74.2,1928.5
217,정선군,2021,11.4,1112.1,67,1679.8
217,정선군,2022,10.9,1372.6,63.1,1805.9
217,정선군,2023,11.5,1399.7,65.5,1846.5
221,제천,2008,10.2,885.8,70.9,2060.2
221,제천,2009,10.2,1277.4,68.8,2112.3
221,제천,2010,9.9,1545.2,70,1883.5
221,제천,2011,9.7,2230.5,66,2020.2
221,제천,2012,9.6,1381.3,67.4,2096.4
221,제천,2013,10.1,1437.1,72.3,2023.5
221,제천,2014,10.6,913.6,69,2106.2
221,제천,2015,11.1,803.4,68,2242.7
221,제천,2016,11.3,1107.9,67.6,2135.1
221,제천,2017,10.5,1070.7,66.3,2319.6
221,제천,2018,10.5,1409.3,66.9,2337.5
221,제천,2019,11.1,843,66.6,2207.7
221,제천,2020,11,1551.8,72.7,2152.3
221,제천,2021,11.2,1162.2,73.9,2189.8
221,제천,2022,10.5,1476.6,72.8,2294
221,제천,2023,11.4,1765.7,74.6,2310.8
226,보은,2008,11.3,961.9,72.2,2105
226,보은,2009,11.4,1112.2,71.2,2133.1
226,보은,2010,11,1262.9,71.5,1964.1
226,보은,2011,10.8,1810.7,67.8,2040.7
226,보은,2012,10.7,1522.3,66.6,2091.2
226,보은,2013,11.2,1125.9,73.9,2089.4
226,보은,2014,11.5,1089.2,72.4,2062.2
226,보은,2015,12,817,69.8,2097.8
226,보은,2016,12.3,1291.6,68.6,2077.7
226,보은,2017,11.5,1322.8,67.5,2285.6
226,보은,2018,11.6,1409.5,70.4,2257.5
226,보은,2019,12.2,1046.2,70.7,2126.8
226,보은,2020,11.7,1768.8,74.5,2059.9
226,보은,2021,12.1,1097.7,75.4,2067.7
226,보은,2022,11.6,1043.5,71.7,2284.6
226,보은,2023,12.6,1870.4,74.3,2218.1
232,천안,2008,12.3,870.1,69.8,2107.4
232,천안,2009,12.3,999.9,68.8,2151.8
232,천안,2010,12.2,1378.3,70.4,1970.9
232,천안,2011,12,1845.8,67.3,2048.5
232,천안,2012,11.9,1336.7,67.2,2248.8
232,천안,2013,12.3,1095.6,70.8,2469.8
232,천안,2014,12.8,1020.1,67.1,2403.3
232,천안,2015,13,728,71.7,2124.7
232,천안,2016,12.7,1004.8,69.9,2223.8
232,천안,2017,11.8,1305,64.1,2473.1
232,천안,2018,11.8,1163.4,65.3,2396.4
232,천안,2019,12,845.6,,2256.6
232,천안,2020,12.2,1443.5,74.8,2185.3
232,천안,2021,12.5,1058.9,75.6,2177.3
232,천안,2022,12,1080.7,73.6,2320.6
232,천안,2023,13,1502.5,73.6,2134.1
235,보령,2008,13,813.5,71.2,2069.6
235,보령,2009,12.9,1081.4,70.8,2167.4
235,보령,2010,13,1502.3,71,1956.6
235,보령,2011,12.1,1743,72.3,1994.4
235,보령,2012,12.2,1319,70.5,2340.3
235,보령,2013,12.4,1387.7,73.4,2380.1
235,보령,2014,12.9,1010.1,75.7,2356.7
235,보령,2015,13.3,785.4,76.9,2298.6
235,보령,2016,13.6,792.8,78.3,2245.2
235,보령,2017,12.8,856.2,78.8,2413.2
235,보령,2018,13,1337.2,76,2289.9
235,보령,2019,13.2,821.9,70.4,1977.5
235,보령,2020,13.1,1301.9,72.8,1962.5
235,보령,2021,13.8,1107.9,71.6,2211.8
235,보령,2022,13.1,1348.2,70.3,2172.9
235,보령,2023,13.9,1726.7,71.8,2255.3
236,부여,2008,12.8,902.1,69.9,2021.9
236,부여,2009,12.8,1089.6,71,2113.3
236,부여,2010,12.7,1378.3,69.3,1909.7
236,부여,2011,12.2,2014.7,67.8,1962.1
236,부여,2012,11.8,1545.8,67.8,2104.4
236,부여,2013,12.2,1236.3,74.8,2061.2
236,부여,2014,12.7,1142.1,75.3,2050.8
236,부여,2015,12.9,848.8,75.7,2081.7
236,부여,2016,13.3,1129.3,74.3,2082.5
236,부여,2017,12.5,1112,71.1,2313.9
236,부여,2018,12.7,1457.9,71.4,2344
236,부여,2019,12.9,992,72,2172.6
236,부여,2020,12.8,1624.8,75.1,2081.3
236,부여,2021,13.3,1123.4,75.4,2113.2
236,부여,2022,12.8,1301.1,73.1,2334.4
236,부여,2023,13.7,2165,75,2205.7
238,금산,2008,11.8,902.2,68.9,2036.5
238,금산,2009,11.8,1128.6,66.5,2046.7
238,금산,2010,11.6,1403.7,68.5,1877.9
238,금산,2011,11.3,1798.5,67.1,1954.1
238,금산,2012,11.1,1434.5,67.3,2050.6
238,금산,2013,11.8,996.8,68.8,2065.7
238,금산,2014,12.1,1131,69.6,1984.1
238,금산,2015,12.6,877.6,73.1,2022.2
238,금산,2016,12.7,1325.6,71.8,2070.1
238,금산,2017,11.8,967.6,68.6,2250
238,금산,2018,12,1397.2,68.3,2265.5
238,금산,2019,12.4,982.6,68.7,2110.6
238,금산,2020,12.5,1758.2,73.7,2062
238,금산,2021,12.9,1290.1,73.9,2119.3
238,금산,2022,12.2,948.7,70,2264.3
238,금산,2023,13,1800.9,73.3,2170.2
239,세종,2019,,959.3,,1221.7
239,세종,2020,13.1,1685.8,66.7,2176
239,세종,2021,13.5,1104.6,66.8,2179
239,세종,2022,13,1222.4,64.3,2308.9
239,세종,2023,13.8,2103.3,69.3,2114.7
243,부안,2008,13.3,881.5,72.8,2048.9
243,부안,2009,13.3,1136.1,71.2,2139.5
243,부안,2010,12.8,1253.6,73.2,1972.3
243,부안,2011,12.5,1237.7,74.8,1989.7
243,부안,2012,12.5,1503.7,71.6,2023.2
243,부안,2013,12.9,1157.9,71.1,2139.3
243,부안,2014,13.1,1188.5,70.9,2048.8
243,부안,2015,13.5,924.1,71.6,2107.5
243,부안,2016,13.8,1075.5,72.2,2102.3
243,부안,2017,13.2,906.5,70.3,2322.7
243,부안,2018,13.3,1359,71.1,2348.2
243,부안,2019,13.7,1087.5,72.5,2386.6
243,부안,2020,13.5,1694.8,77.8,2111.3
243,부안,2021,14,1354,76.3,2143.3
243,부안,2022,13.5,971.2,73,2286.7
243,부안,2023,14.3,1853.6,74.8,2163.9
244,임실,2008,11.6,915.3,71.4,2008.8
244,임실,2009,11.9,1134.4,69.7,2073.5
244,임실,2010,11.5,1795.1,70.3,1813.6
244,임실,2011,10.7,1700,68.8,1963.6
244,임실,2012,10.6,1503.9,68.7,1951.1
244,임실,2013,11.2,1400,70.6,2067.1
244,임실,2014,11.5,1340.5,71.7,1974.8
244,임실,2015,12.1,843.1,71.8,1964.9
244,임실,2016,12.5,1326.5,72.4,1965.9
244,임실,2017,11.6,958.3,70.5,2182.1
244,임실,2018,12,1468.2,71.3,2205.6
244,임실,2019,12.2,1069.7,72.1,2095.8
244,임실,2020,12,1869.8,77.6,1986.3
244,임실,2021,12.5,1259.2,76.7,2080.1
244,임실,2022,12,966.7,72.3,2166.9
244,임실,2023,13.1,1984.4,74.8,2069.1
245,정읍,2008,13.8,881.2,67.6,1969.8
245,정읍,2009,13.7,1400.7,66.3,2046.1
245,정읍,2010,13.7,1748.3,67.8,1863.1
245,정읍,2011,13,1654,67.5,1939.8
245,정읍,2012,13.1,1473.4,66.6,1985.7
245,정읍,2013,13.7,1061.9,67.4,2363.6
245,정읍,2014,13.7,1261.2,69.3,2217.4
245,정읍,2015,14.1,988.5,74.5,1690
245,정읍,2016,14.3,1279.5,72.3,2248.8
245,정읍,2017,13.1,938.2,73.1,2415.3
245,정읍,2018,13.1,1305,78.6,2391.5
245,정읍,2019,13.3,1246.7,75.3,2023.6
245,정읍,2020,13.2,1718.9,71.8,1997.8
245,정읍,2021,13.8,1354.6,71.3,2236
245,정읍,2022,13.2,979.3,69.3,2363.8
245,정읍,2023,14.2,1937.7,70.2,2247.9
247,남원,2008,12.7,816.3,70.4,2062.3
247,남원,2009,12.5,1313.5,70.5,2089.3
247,남원,2010,11.6,1423.3,71.8,1886.4
247,남원,2011,12,1342.5,69.8,2112.9
247,남원,2012,11.9,1518.1,69.9,2332.2
247,남원,2013,12.6,1396.6,68.1,2390
247,남원,2014,12.7,1259.5,68.2,2177.6
247,남원,2015,12.8,869,68,2148.7
247,남원,2016,13.5,1388.5,67.6,2176.3
247,남원,2017,12.7,851.3,65.1,2362.1
247,남원,2018,13,1431.7,66.8,2418.1
247,남원,2019,13.3,1332.8,67.9,2315.4
247,남원,2020,13.1,2007.2,73.4,2162.1
247,남원,2021,13.4,1136.8,73.3,2214
247,남원,2022,12.9,811.4,69.1,2355.3
247,남원,2023,13.8,1805.7,71.7,2143.6
248,장수,2008,10.9,863.4,71.3,2054.3
248,장수,2009,11,1308.9,70.6,2076.2
248,장수,2010,11,1888.8,72.4,1877.4
248,장수,2011,10.4,1811.5,71.5,1986
248,장수,2012,10.2,1910.8,72.7,1928
248,장수,2013,10.7,1574.2,73.6,2069
248,장수,2014,11,1321.4,76.4,1948.5
248,장수,2015,11.5,1012.2,74.8,1965
248,장수,2016,11.7,1485.8,74.3,2013.2
248,장수,2017,10.8,1128.1,71.3,2187.8
248,장수,2018,11.1,1665,70.4,2194.7
248,장수,2019,11.4,1262.8,71.3,2098.2
248,장수,2020,11.2,2126,78.4,1988.7
248,장수,2021,11.6,1345.2,77.4,1959.2
248,장수,2022,11,982.6,72.2,2156.4
248,장수,2023,12,2168.1,75.3,2032
251,고창군,2008,13.6,937.7,71.7,1955.4
251,고창군,2009,13.5,1303.2,69.7,2054.3
251,고창군,2010,13.6,1784.8,72.5,1832.8
251,고창군,2011,13.2,1565.8,70.4,1923.2
251,고창군,2012,13.2,1535,68.7,1915.1
251,고창군,2013,13.5,1079.5,69.3,2022.9
251,고창군,2014,13.9,1332.7,70.3,1948.8
251,고창군,2015,13.9,966.3,72.1,1982.2
251,고창군,2016,14.3,1126.1,74.3,1972.9
251,고창군,2017,13.5,1063.3,73.8,2164.6
251,고창군,2018,12.8,1314.1,72.8,2176.8
251,고창군,2019,13.2,1121.7,71.9,2218.9
251,고창군,2020,13.3,1671.7,71.7,2110.1
251,고창군,2021,14,1174.6,71,2160.2
251,고창군,2022,13.3,652.8,71.3,2291.3
251,고창군,2023,14.1,1513.3,73.8,1941
252,영광군,2008,13.1,886.3,69.7,1979.1
252,영광군,2009,13,1203.3,70.8,2069.5
252,영광군,2010,13,1521.5,74.3,1843.9
252,영광군,2011,12.5,1297.1,75.5,1999.8
252,영광군,2012,12.6,1679.9,74.5,2277
252,영광군,2013,13.1,1204.8,,2399.2
252,영광군,2014,13.2,1433.9,74.6,2301.6
252,영광군,2015,13.5,962.6,73.8,2360.9
252,영광군,2016,13.7,1209.3,73.6,2351.9
252,영광군,2017,12.9,841.7,71.9,2564
252,영광군,2018,13.1,1378,73.8,2548.7
252,영광군,2019,13.3,1205.3,75.8,2341.2
252,영광군,2020,13.3,1787.9,75.9,2250.8
252,영광군,2021,14,1202.6,73.8,2284
252,영광군,2022,13.4,802.7,72,2440.2
252,영광군,2023,14.1,1496.1,74.3,2038.8
253,김해시,2008,,916.2,,1970.2
253,김해시,2009,15.8,1406.3,59.8,2204.2
253,김해시,2010,15.5,1353.4,62.4,2377.3
253,김해시,2011,15.3,1537.5,60.8,2186.4
253,김해시,2012,14.6,1432.2,58,2494.7
253,김해시,2013,14.9,1057.2,57.8,2696.4
253,김해시,2014,14.8,1634.8,59.9,2435.3
253,김해시,2015,15.3,1034.6,60.8,2408.4
253,김해시,2016,15.4,1634,66.5,2295.7
253,김해시,2017,14.6,755.8,62.8,2648.9
253,김해시,2018,14.8,1469.7,65.5,2567.9
253,김해시,2019,15.5,1494,64.8,2531.1
253,김해시,2020,14.8,1702.5,66,2362.1
253,김해시,2021,15.1,1552.6,66.7,2243
253,김해시,2022,14.9,874,62.1,2440
253,김해시,2023,15.5,1879.6,67.8,2325.4
254,순창군,2008,,267.8,,881.9
254,순창군,2009,12.5,1543.8,70.2,2118.2
254,순창군,2010,12.4,1768,70.6,1875
254,순창군,2011,12.6,1442,67.8,2119.6
254,순창군,2012,12.5,1607.9,67.3,2343.1
254,순창군,2013,13,1303.1,69.3,2411.2
254,순창군,2014,13.1,1476.9,70.3,2286.4
254,순창군,2015,13.3,1061.1,72.6,2279.5
254,순창군,2016,12.7,1509.9,73,2328.3
254,순창군,2017,12.2,1023.2,70.2,2538.4
254,순창군,2018,12.8,1523.3,73.8,2523.4
254,순창군,2019,13,1284.2,73.1,2296.4
254,순창군,2020,13,2133.7,74.5,2033.1
254,순창군,2021,13.6,1232.6,75.3,2109.9
254,순창군,2022,13.1,877.1,71.8,2196.6
254,순창군,2023,13.8,2097.3,74.6,2071.4
255,북창원,2009,14.4,1283.4,63,2056.6
255,북창원,2010,14.1,1287,63.3,2033.9
255,북창원,2011,13.9,1495.8,59.3,2059.3
255,북창원,2012,13.7,1828.5,,2137.2
