지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),합계 일조시간(hr)
106,동해,2010-01,.5,45,36.1,195.8
106,동해,2010-02,2.3,61,110.3,145.5
106,동해,2010-03,4.4,69,128.3,121.2
106,동해,2010-04,9.5,58,32.8,181.1
106,동해,2010-05,16.2,64,108.1,203.6
106,동해,2010-06,20.4,68,18.1,256.2
106,동해,2010-07,24.3,80,85.4,159.7
106,동해,2010-08,25.4,83,148.1,121.2
106,동해,2010-09,20,82,291.1,153
106,동해,2010-10,14.8,73,70.3,158.8
106,동해,2010-11,9.1,46,6.9,233
106,동해,2010-12,3.3,40,13.6,199.2
106,동해,2011-01,-2.3,38,22.1,240.4
106,동해,2011-02,2.5,65,180.3,157.9
106,동해,2011-03,5.2,49,42.3,234.3
106,동해,2011-04,11.1,58,93.6,188.3
106,동해,2011-05,15,71,104.5,151.3
106,동해,2011-06,20.2,74,333.3,202.2
106,동해,2011-07,22.2,88,292.8,101.3
106,동해,2011-08,24.3,84,124.5,139.6
106,동해,2011-09,19.9,78,231,156
106,동해,2011-10,14.4,66,67,200.3
106,동해,2011-11,11.3,65,174.3,143.2
106,동해,2011-12,1.9,47,100,196.8
106,동해,2012-01,.4,48,37.7,216.7
106,동해,2012-02,.5,46,18.8,214
106,동해,2012-03,5.6,59,108.8,186.7
106,동해,2012-04,12.4,59,96.2,224.3
106,동해,2012-05,16.3,70,38.9,241.9
106,동해,2012-06,19.4,82,28.4,158.8
106,동해,2012-07,23.9,79,287,206.9
106,동해,2012-08,24.8,82,233.6,142.2
106,동해,2012-09,19.5,78,209.8,202.8
106,동해,2012-10,15.4,61,14.5,242.2
106,동해,2012-11,8,52,18.9,196.9
106,동해,2012-12,.6,45,30.7,192
106,동해,2013-01,.1,49,68.4,212.4
106,동해,2013-02,2.1,47,22,206.8
106,동해,2013-03,7.2,56,74.1,234
106,동해,2013-04,10.7,55,53.8,224.6
106,동해,2013-05,16.7,67,85.8,243.5
106,동해,2013-06,20,84,55.6,159.1
106,동해,2013-07,25.7,77,202,174.9
106,동해,2013-08,27.4,70,63.4,251.4
106,동해,2013-09,20.3,78,181.7,143.3
106,동해,2013-10,15.8,68,131.9,195.1
106,동해,2013-11,8.7,47,4,229.3
106,동해,2013-12,3.4,48,21.5,205.4
106,동해,2014-01,2.5,47,63,200.2
106,동해,2014-02,1.8,74,147.4,111.2
106,동해,2014-03,8.2,55,47.6,195.9
106,동해,2014-04,13.2,60,247.5,212.7
106,동해,2014-05,18.7,54,7,287.4
106,동해,2014-06,20,80,48.9,139.7
106,동해,2014-07,24.6,73,66.2,211.5
106,동해,2014-08,22.8,82,382.4,113.4
106,동해,2014-09,20.5,76,149.2,205.5
106,동해,2014-10,15.5,63,154.7,214.8
106,동해,2014-11,10.4,56,97.2,166.9
106,동해,2014-12,1.8,33,,171.3
106,동해,2015-01,2.7,48,24.1,144.9
106,동해,2015-02,3.4,51,8.9,150.6
106,동해,2015-03,7.8,44,21.6,260.8
106,동해,2015-04,11.8,63,61.3,187.5
106,동해,2015-05,18.5,54,2.9,291.4
106,동해,2015-06,19.6,73,143.7,177.3
106,동해,2015-07,22.9,76,80.3,171.7
106,동해,2015-08,25.2,82,150.1,198.5
106,동해,2015-09,20.3,81,133,193.5
106,동해,2015-10,16.3,61,20,239.1
106,동해,2015-11,11,73,259,89
106,동해,2015-12,6.3,54,6.3,161.1
106,동해,2016-01,2.2,39,12.4,216.7
106,동해,2016-02,3.4,52,55,201.8
106,동해,2016-03,8.5,58,27.7,189.6
106,동해,2016-04,13.9,64,60.8,205.3
106,동해,2016-05,18.1,63,24.8,286.5
106,동해,2016-06,21.2,79,22.9,190.7
106,동해,2016-07,23.4,88,307.5,131.5
106,동해,2016-08,25.6,82,137,231.3
106,동해,2016-09,21,87,105.6,98.9
106,동해,2016-10,16.2,77,76.3,133.6
106,동해,2016-11,10.1,62,44.3,178.6
106,동해,2016-12,6.5,54,50.2,174
106,동해,2017-01,3.2,48,34.9,215.7
106,동해,2017-02,5,44,5.7,209.6
106,동해,2017-03,8.2,56,40.8,182.1
106,동해,2017-04,15.3,57,45.1,244.8
106,동해,2017-05,19.3,61,17.9,287.8
106,동해,2017-06,20.2,77,61.7,254.3
106,동해,2017-07,25.4,83,178.9,165.1
106,동해,2017-08,24.4,85,402.4,131.2
106,동해,2017-09,21.1,73,38.3,234.3
106,동해,2017-10,15.3,77,124.8,144.9
106,동해,2017-11,9.1,46,31.2,204.8
106,동해,2017-12,2.4,38,4,227.7
106,동해,2018-01,.9,36,4.4,213.4
106,동해,2018-02,1.5,43,53.4,212.2
106,동해,2018-03,8.9,60,95.4,203.2
106,동해,2018-04,13.5,57,131.8,235.4
106,동해,2018-05,16.2,75,63.6,202.4
106,동해,2018-06,20.8,71,36.6,215.3
106,동해,2018-07,24.6,82,286,228.3
106,동해,2018-08,24.9,84,219.8,164.8
106,동해,2018-09,19.4,78,205.6,155.2
106,동해,2018-10,13.9,65,273.2,208.1
106,동해,2018-11,10.1,59,44.5,171.1
106,동해,2018-12,3.2,44,22.2,207
106,동해,2019-01,2.8,37,14.3,235
106,동해,2019-02,3.8,50,15.4,199.6
106,동해,2019-03,8.4,51,51.5,225.3
106,동해,2019-04,11.3,58,102.6,197.6
106,동해,2019-05,18.4,53,3.3,231.1
106,동해,2019-06,18.6,78,125.4,227.2
106,동해,2019-07,23.4,79,191.4,192.6
106,동해,2019-08,24.1,81,149.9,231.7
106,동해,2019-09,20,83,255.6,143.8
106,동해,2019-10,15.4,73,512.5,152
106,동해,2019-11,9.6,64,102.1,172.8
106,동해,2019-12,4.9,47,8.8,191.9
106,동해,2020-01,4.2,55,97.9,158.2
106,동해,2020-02,4.6,55,73.7,174.9
106,동해,2020-03,7.9,59,48.3,253
106,동해,2020-04,10.9,52,50.9,253.6
106,동해,2020-05,16.3,70,90.3,223.9
106,동해,2020-06,20.8,75,120.4,241.1
106,동해,2020-07,20.2,89,346.1,149.8
106,동해,2020-08,24.4,86,171.9,143.6
106,동해,2020-09,19.3,79,304,170.6
106,동해,2020-10,13.8,65,5.1,210.3
106,동해,2020-11,10.1,50,11.5,191.4
106,동해,2020-12,2.7,37,2.3,216.6
106,동해,2021-01,.6,42,2.7,203.3
106,동해,2021-02,4.6,47,.9,205.7
106,동해,2021-03,8.6,63,99.8,207.7
106,동해,2021-04,11.9,62,80.3,229.9
106,동해,2021-05,15.8,65,116.9,220.6
106,동해,2021-06,19.8,83,40.6,187.4
106,동해,2021-07,24.6,89,110.8,259.9
106,동해,2021-08,23.8,86,423.3,108.3
106,동해,2021-09,20.8,84,176.8,169.1
106,동해,2021-10,15.8,76,150.5,164.6
106,동해,2021-11,10.9,54,7.6,213.2
106,동해,2021-12,4.8,46,34.4,213.4
106,동해,2022-01,2.1,47,10.8,222.6
106,동해,2022-02,2.4,38,.8,237
106,동해,2022-03,8.6,61,94.4,200.3
106,동해,2022-04,14.6,57,42.7,251.9
106,동해,2022-05,18.3,56,4.4,283.3
106,동해,2022-06,21.1,80,118,171.7
106,동해,2022-07,23.9,92,159.7,149.2
106,동해,2022-08,24.4,85,237.2,134.6
106,동해,2022-09,20.2,81,116.9,187.6
106,동해,2022-10,14.5,75,260.4,153.4
106,동해,2022-11,12.1,58,55.7,188.9
106,동해,2022-12,2.3,37,.4,222
106,동해,2023-01,2.8,42,63.7,212.1
106,동해,2023-02,4.6,56,70.7,175.4
106,동해,2023-03,10.6,55,9.4,230.6
106,동해,2023-04,14,58,11.4,225.8
106,동해,2023-05,17.4,69,73.6,238.6
106,동해,2023-06,21.5,77,111.6,241.2
106,동해,2023-07,24.7,87,75.4,175.6
106,동해,2023-08,24.8,89,392.8,181.7
106,동해,2023-09,21.7,87,261.2,170.5
106,동해,2023-10,16.1,65,31.2,213.1
106,동해,2023-11,10.5,49,74.6,207
106,동해,2023-12,4.3,55,181.2,186.1
108,서울,2008-01,-1.7,50,17.7,166.5
108,서울,2008-02,-1.2,46,15,224.2
108,서울,2008-03,7.3,56,53.9,187.3
108,서울,2008-04,14.1,50,38.5,208.1
108,서울,2008-05,17.7,58,97.7,213.8
108,서울,2008-06,21.5,65,165,173.8
108,서울,2008-07,25.1,78,530.8,78.7
108,서울,2008-08,25.3,70,251.2,196.6
108,서울,2008-09,22,64,99.2,184.6
108,서울,2008-10,16.1,62,41.8,185.1
108,서울,2008-11,7.6,58,19.6,169.7
108,서울,2008-12,1.1,56,25.9,157
108,서울,2009-01,-2,50,5.7,210.6
108,서울,2009-02,2.9,57,36.9,125.6
108,서울,2009-03,6,52,63.9,202.7
108,서울,2009-04,12.7,54,66.5,204.5
108,서울,2009-05,19.1,59,109,240.2
108,서울,2009-06,22.4,66,132,181
108,서울,2009-07,24.3,76,659.4,115.8
108,서울,2009-08,25.7,69,285.3,150.9
108,서울,2009-09,21.8,64,64.5,201.6
108,서울,2009-10,16,62,66.9,236.3
108,서울,2009-11,6.9,64,52.4,130.1
108,서울,2009-12,-1,60,21.5,146.1
108,서울,2010-01,-4.5,65,29.3,167.9
108,서울,2010-02,1.4,59,55.3,141.2
108,서울,2010-03,4.3,59,82.5,133
108,서울,2010-04,9.5,54,62.8,166.3
108,서울,2010-05,17.2,62,124,178.5
108,서울,2010-06,23.4,62,127.6,203
108,서울,2010-07,25.8,74,239.2,89.8
108,서울,2010-08,26.5,78,598.7,96.5
108,서울,2010-09,21.8,72,671.5,146.4
108,서울,2010-10,14.5,61,25.6,194.6
108,서울,2010-11,6.5,55,10.9,180.3
108,서울,2010-12,-1.3,56,16.1,157.8
108,서울,2011-01,-7.2,54,8.9,218.5
108,서울,2011-02,1.2,55,29.1,166.6
108,서울,2011-03,3.6,51,14.6,240.2
108,서울,2011-04,10.7,54,110.1,202.1
108,서울,2011-05,17.9,57,53.4,180.4
108,서울,2011-06,22,67,404.5,170.8
108,서울,2011-07,24.6,79,1131,80.4
108,서울,2011-08,25.8,74,166.8,94
108,서울,2011-09,21.8,58,25.6,180.4
108,서울,2011-10,14.2,55,32,215.3
108,서울,2011-11,10.7,61,56.2,129.5
108,서울,2011-12,-.9,51,7.1,195.6
108,서울,2012-01,-2.8,49,6.7,190.5
108,서울,2012-02,-2,43,.8,224.9
108,서울,2012-03,5.1,52,47.4,191.8
108,서울,2012-04,12.3,54,157,212.5
108,서울,2012-05,19.7,48,8.2,251.3
108,서울,2012-06,24.1,54,91.9,232
108,서울,2012-07,25.4,74,448.9,144
108,서울,2012-08,27.1,68,464.9,158.7
108,서울,2012-09,21,65,212,190.8
108,서울,2012-10,15.3,58,99.3,235.4
108,서울,2012-11,5.5,57,67.8,181.1
108,서울,2012-12,-4.1,57,41.4,193.6
108,서울,2013-01,-3.4,57,22.1,167.7
108,서울,2013-02,-1.2,54,74.1,187.2
108,서울,2013-03,5.1,49,27.3,256.3
108,서울,2013-04,10,54,71.7,213.2
108,서울,2013-05,18.2,58,132,238.1
108,서울,2013-06,24.4,60,28.3,224
108,서울,2013-07,25.5,79,676.2,101
108,서울,2013-08,27.7,69,148.6,217.9
108,서울,2013-09,21.8,63,138.5,191
108,서울,2013-10,15.8,59,13.5,249.9
108,서울,2013-11,6.2,58,46.8,188
108,서울,2013-12,-.2,60,24.7,184.4
108,서울,2014-01,-.7,50,13,184.4
108,서울,2014-02,1.9,52,16.2,163.9
108,서울,2014-03,7.9,60,7.2,214.7
108,서울,2014-04,14,60,31,213.2
108,서울,2014-05,18.9,59,63,304
108,서울,2014-06,23.1,73,98.1,184.9
108,서울,2014-07,26.1,74,207.9,172.7
108,서울,2014-08,25.2,77,172.8,150.7
108,서울,2014-09,22.1,69,88.1,214.3
108,서울,2014-10,15.6,63,52.2,239.8
108,서울,2014-11,9,61,41.5,194.1
108,서울,2014-12,-2.9,56,17.9,195.6
108,서울,2015-01,-.9,56,11.3,193.3
108,서울,2015-02,1,59,22.7,180
108,서울,2015-03,6.3,45,9.6,270.8
108,서울,2015-04,13.3,55,80.5,216
108,서울,2015-05,18.9,53,28.9,290.4
108,서울,2015-06,23.6,60,99,258.1
108,서울,2015-07,25.8,71,226,176.1
108,서울,2015-08,26.3,70,72.9,207
108,서울,2015-09,22.4,56,26,262.1
108,서울,2015-10,15.5,61,81.5,239.7
108,서울,2015-11,8.9,74,104.6,109
108,서울,2015-12,1.6,60,29.1,177.8
108,서울,2016-01,-3.2,53,1,196.1
108,서울,2016-02,.2,52,47.6,195.2
108,서울,2016-03,7,51,40.5,253.7
108,서울,2016-04,14.1,55,76.8,219.5
108,서울,2016-05,19.6,56,160.5,280.1
108,서울,2016-06,23.6,63,54.4,229.7
108,서울,2016-07,26.2,73,358.2,160.4
108,서울,2016-08,28,64,67.1,236.1
108,서울,2016-09,23.1,65,33,191.6
108,서울,2016-10,16.1,62,74.8,195.7
108,서울,2016-11,6.8,57,16.7,173.3
108,서울,2016-12,1.2,59,61.1,166.4
108,서울,2017-01,-1.8,55,14.9,209
108,서울,2017-02,-.2,54,11.1,210
108,서울,2017-03,6.3,48,7.9,255.2
108,서울,2017-04,13.9,52,61.6,259.7
108,서울,2017-05,19.5,52,16.1,301.5
108,서울,2017-06,23.3,57,66.6,285.2
108,서울,2017-07,26.9,77,621,123.1
108,서울,2017-08,25.9,71,297,166.2
108,서울,2017-09,22.1,61,35,233.7
108,서울,2017-10,16.4,56,26.5,222.7
108,서울,2017-11,5.6,54,40.7,163.9
108,서울,2017-12,-1.9,56,34.8,176.1
108,서울,2018-01,-4,48,8.5,186.7
108,서울,2018-02,-1.6,45,29.6,194.2
108,서울,2018-03,8.1,59,49.5,209.1
108,서울,2018-04,13,55,130.3,223.4
108,서울,2018-05,18.2,63,222,231.6
108,서울,2018-06,23.1,63,171.5,236.6
108,서울,2018-07,27.8,68,185.6,228.5
108,서울,2018-08,28.8,65,202.6,232.5
108,서울,2018-09,21.5,61,68.5,218.7
108,서울,2018-10,13.1,59,120.5,241.9
108,서울,2018-11,7.8,58,79.1,177.6
108,서울,2018-12,-.6,46,16.4,199.9
108,서울,2019-01,-.9,46,0,215
108,서울,2019-02,1,47,23.8,190.5
108,서울,2019-03,7.1,51,26.8,203.8
108,서울,2019-04,12.1,51,47.3,221.6
108,서울,2019-05,19.4,47,37.8,314
108,서울,2019-06,22.5,61,74,235.1
108,서울,2019-07,25.9,69,194.4,150.1
108,서울,2019-08,27.2,69,190.5,239.3
108,서울,2019-09,22.6,65,139.8,168.9
108,서울,2019-10,16.4,62,55.5,236.5
108,서울,2019-11,7.6,56,78.8,203.2
108,서울,2019-12,1.4,58,22.6,164.2
108,서울,2020-01,1.6,56,60.5,177.9
108,서울,2020-02,2.5,58,53.1,185
108,서울,2020-03,7.7,46,16.3,262.9
108,서울,2020-04,11.1,50,16.9,283.3
108,서울,2020-05,18,67,112.4,177.9
108,서울,2020-06,23.9,68,139.6,206.1
108,서울,2020-07,24.1,77,270.4,119.4
108,서울,2020-08,26.5,85,675.7,74.7
108,서울,2020-09,21.4,71,181.5,174.3
108,서울,2020-10,14.3,61,0,227.1
108,서울,2020-11,8,64,120.1,171.5
108,서울,2020-12,-.3,58,4.6,203.6
108,서울,2021-01,-2.4,58,18.9,176.4
108,서울,2021-02,2.7,56,7.1,181
108,서울,2021-03,9,63,110.9,213
108,서울,2021-04,14.2,54,124.1,208.6
108,서울,2021-05,17.1,68,183.1,203.7
108,서울,2021-06,22.8,73,104.6,185.5
108,서울,2021-07,28.1,71,168.3,195.2
108,서울,2021-08,25.9,74,211.2,127.3
108,서울,2021-09,22.6,71,131,182
108,서울,2021-10,15.6,70,57,168.4
108,서울,2021-11,8.2,68,62.4,163.6
108,서울,2021-12,.6,62,7.9,185.4
108,서울,2022-01,-2.2,55,5.5,206.9
108,서울,2022-02,-1.1,55,4.7,203.8
108,서울,2022-03,7.7,62,102.6,173
108,서울,2022-04,14.8,55,20.4,246.4
108,서울,2022-05,19.1,55,7.5,302.3
108,서울,2022-06,23.3,73,393.8,131.9
108,서울,2022-07,27.3,77,252.3,140.1
108,서울,2022-08,25.7,80,564.8,116.3
108,서울,2022-09,22.4,68,201.5,203.9
108,서울,2022-10,14.6,69,124.1,216
108,서울,2022-11,10,65,84.5,187.5
108,서울,2022-12,-2.8,59,13.6,197.1
108,서울,2023-01,-1.5,63,47.9,190.9
108,서울,2023-02,2.3,59,1,198.2
108,서울,2023-03,9.8,51,10.5,239.8
108,서울,2023-04,13.8,60,96.9,182.3
108,서울,2023-05,19.5,63,155.6,235.6
108,서울,2023-06,23.4,73,195.6,195.1
108,서울,2023-07,26.7,81,459.9,146.1
108,서울,2023-08,27.2,76,298.1,156.1
108,서울,2023-09,23.7,74,134.5,157.1
108,서울,2023-10,15.8,67,31,208.7
108,서울,2023-11,6.8,65,81.9,171.9
108,서울,2023-12,1.1,69,85.9,142.2
112,인천,2008-01,-1.5,55,13.7,162.2
112,인천,2008-02,-.7,52,4.9,235.5
112,인천,2008-03,7,65,45.8,203.9
112,인천,2008-04,13.1,60,48.5,218.4
112,인천,2008-05,16.6,66,63.9,217.2
112,인천,2008-06,20.7,72,102.3,179.2
112,인천,2008-07,24.1,86,522.8,105.6
112,인천,2008-08,24.8,76,165.7,224.1
112,인천,2008-09,21.9,71,76,197.9
112,인천,2008-10,16.6,68,55.7,192.1
112,인천,2008-11,8.5,62,18,171.8
112,인천,2008-12,2.1,59,20.1,176.5
112,인천,2009-01,-1.2,56,6.1,217
112,인천,2009-02,2.9,65,25.1,130.2
112,인천,2009-03,6,60,64.1,203.9
112,인천,2009-04,11.5,62,40.4,219
112,인천,2009-05,17.3,68,134.5,249.8
112,인천,2009-06,20.8,75,91.4,216.3
112,인천,2009-07,23.3,81,470.6,181.4
112,인천,2009-08,25.1,75,316,188.4
112,인천,2009-09,21.4,69,51,214.9
112,인천,2009-10,16.3,63,88.5,231
112,인천,2009-11,7.6,66,77,133
112,인천,2009-12,.1,62,17.4,149.2
112,인천,2010-01,-3.2,66,29.2,166.7
112,인천,2010-02,1.7,64,50.1,150.2
112,인천,2010-03,5.1,63,62.9,143
112,인천,2010-04,9.6,61,57.3,182.4
112,인천,2010-05,16.1,71,104.9,192.6
112,인천,2010-06,21.9,71,200.2,222.8
112,인천,2010-07,24.7,82,275.4,147.1
112,인천,2010-08,26.1,82,485.1,135.6
112,인천,2010-09,22.1,76,454.1,169.3
112,인천,2010-10,15.1,64,29,213.1
112,인천,2010-11,7.7,60,13.4,199.5
112,인천,2010-12,.1,61,16.1,153.6
112,인천,2011-01,-5.6,55,7,221.8
112,인천,2011-02,1.4,64,32.5,167.7
112,인천,2011-03,4.2,59,14.5,260
112,인천,2011-04,10,66,127.6,201.7
112,인천,2011-05,16.8,65,44.2,192.5
112,인천,2011-06,20,79,307.6,180.6
112,인천,2011-07,23.9,86,864.2,104.5
112,인천,2011-08,25,81,208.4,117.6
112,인천,2011-09,21.7,64,26.4,192.9
112,인천,2011-10,14.8,59,30.3,206
112,인천,2011-11,11.4,66,55.7,121.2
112,인천,2011-12,.4,54,7.1,183.6
112,인천,2012-01,-1.9,52,4,183.9
112,인천,2012-02,-1.2,47,0,210.5
112,인천,2012-03,5.2,59,26.6,178.7
112,인천,2012-04,11.7,62,104.5,196.4
112,인천,2012-05,18.1,62,14,230.7
112,인천,2012-06,22.9,74,90.8,252.3
112,인천,2012-07,24.5,91,425.3,161.1
112,인천,2012-08,26.7,84,365.2,171.4
112,인천,2012-09,21,79,161.1,167.9
112,인천,2012-10,15.6,72,77.7,237.6
112,인천,2012-11,6.1,70,95.5,174.5
112,인천,2012-12,-3.7,72,50.4,194.7
112,인천,2013-01,-2.9,73,25.5,167.8
112,인천,2013-02,-1.4,71,68.9,190.8
112,인천,2013-03,4.1,69,30.7,251.7
112,인천,2013-04,8.9,72,52.5,223
112,인천,2013-05,16,78,126.2,239.9
112,인천,2013-06,22.2,82,36.9,247.5
112,인천,2013-07,24.1,95,447.4,102.6
112,인천,2013-08,26.9,89,120.7,245.4
112,인천,2013-09,21.5,79,204.5,193.3
112,인천,2013-10,15.9,72,5.1,264.9
112,인천,2013-11,6.8,72,44.8,204.3
112,인천,2013-12,.4,75,23.4,186.6
112,인천,2014-01,-.3,66,7.9,192.8
112,인천,2014-02,1.4,69,16.7,178.1
112,인천,2014-03,7,73,8.5,229.3
112,인천,2014-04,12.3,75,44.1,206.1
112,인천,2014-05,16.9,76,74.3,301.2
112,인천,2014-06,21.8,88,62.8,222.5
112,인천,2014-07,24.8,91,227.2,199.7
112,인천,2014-08,24.5,91,122.1,171.1
112,인천,2014-09,22,84,93.9,215.6
112,인천,2014-10,15.9,76,60.3,246.6
112,인천,2014-11,9.2,75,46,203.7
112,인천,2014-12,-2.1,70,24.3,193.2
112,인천,2015-01,-.8,72,10.3,205.2
112,인천,2015-02,1.2,75,22.8,195.5
112,인천,2015-03,5.4,69,10,270.9
112,인천,2015-04,12.5,72,53.7,210.5
112,인천,2015-05,17,78,30.1,290.8
112,인천,2015-06,21.8,84,63.6,268.7
112,인천,2015-07,24.5,91,175.8,192
112,인천,2015-08,25.8,93,45.5,229
112,인천,2015-09,22.5,75,13.5,268.2
112,인천,2015-10,16,76,87,240.8
112,인천,2015-11,9.4,86,107.7,114.4
112,인천,2015-12,2.4,72,32,185.4
112,인천,2016-01,-2.2,67,2.8,199.6
112,인천,2016-02,.9,66,43.1,204.6
112,인천,2016-03,6.4,71,44.1,252.6
112,인천,2016-04,12.7,75,80.8,210.4
112,인천,2016-05,18.3,76,148.5,281.6
112,인천,2016-06,22.1,88,19.5,246
112,인천,2016-07,25.2,94,300.5,184.2
112,인천,2016-08,27.4,86,26.5,263.1
112,인천,2016-09,22.9,85,34.5,214.5
112,인천,2016-10,16.2,75,78.7,191.8
112,인천,2016-11,7.4,61,18.2,174.8
112,인천,2016-12,2.2,63,67.1,171.5
112,인천,2017-01,-.9,60,20.6,215.6
112,인천,2017-02,.2,59,16.2,216.4
112,인천,2017-03,5.8,61,9.7,260.1
112,인천,2017-04,12.4,64,57,258.4
112,인천,2017-05,17.6,66,21.6,312.3
112,인천,2017-06,21.7,69,49.3,286.5
112,인천,2017-07,25.8,86,478.3,142.1
112,인천,2017-08,25.4,76,250.5,185.5
112,인천,2017-09,21.9,67,21.6,256.1
112,인천,2017-10,15.7,63,21.8,210.9
112,인천,2017-11,5.9,60,42.2,198
112,인천,2017-12,-1.3,61,40.1,209.9
112,인천,2018-01,-3.8,56,4.5,208.9
112,인천,2018-02,-1.8,54,27,219.2
112,인천,2018-03,6.9,71,78.6,204.7
112,인천,2018-04,11.9,64,112.2,221.1
112,인천,2018-05,17,72,158.9,221.9
112,인천,2018-06,21.2,76,144,224.6
112,인천,2018-07,26.6,77,148.8,279.3
112,인천,2018-08,28.1,73,214.9,255.5
112,인천,2018-09,21.6,65,46.1,219.2
112,인천,2018-10,13.8,61,116.2,257.2
112,인천,2018-11,8.5,63,66.6,192.4
112,인천,2018-12,-.2,52,16.6,211.5
112,인천,2019-01,-.5,55,.7,220.9
112,인천,2019-02,.8,56,26.6,198.1
112,인천,2019-03,6.4,63,28.4,224.6
112,인천,2019-04,11.3,63,41.1,223.1
112,인천,2019-05,17.6,61,33.2,308.6
112,인천,2019-06,21.3,73,49.7,253.3
112,인천,2019-07,25,80,220.8,180.2
112,인천,2019-08,26.9,74,143.7,278.8
112,인천,2019-09,22.5,71,229,168.6
112,인천,2019-10,16.8,65,31.9,242.6
112,인천,2019-11,8.2,59,89.4,205.3
112,인천,2019-12,2,62,25,168.8
112,인천,2020-01,1.8,63,48.6,194.6
112,인천,2020-02,2.5,65,49.7,200.7
112,인천,2020-03,7.1,57,10.7,271.7
112,인천,2020-04,10.4,57,13.8,316.7
112,인천,2020-05,16.7,71,101.2,212.8
112,인천,2020-06,21.8,77,100.2,238.2
112,인천,2020-07,23.2,80,243.5,173.5
112,인천,2020-08,25.9,84,486.4,129.8
112,인천,2020-09,21.3,69,167.7,220.5
112,인천,2020-10,14.8,58,1.9,250.7
112,인천,2020-11,8.3,62,81.6,186.4
112,인천,2020-12,.2,56,6.6,220.9
112,인천,2021-01,-2,55,20.8,199.5
112,인천,2021-02,2.1,57,6.6,197.3
112,인천,2021-03,7.7,65,93.4,228.4
112,인천,2021-04,13.2,55,116.9,233.8
112,인천,2021-05,16.2,66,191.5,240.1
112,인천,2021-06,21.6,69,45.4,232.7
112,인천,2021-07,27.2,65,84.2,270.1
112,인천,2021-08,25.5,68,269,186.2
112,인천,2021-09,22.7,63,125.8,211
112,인천,2021-10,16,62,31.6,201.2
112,인천,2021-11,8.8,63,79,180.7
112,인천,2021-12,1.3,56,7.6,192.3
112,인천,2022-01,-2.2,54,4.4,213.5
112,인천,2022-02,-1.3,57,2.7,215.5
112,인천,2022-03,6.7,65,84.6,180.2
112,인천,2022-04,12.9,61,21.1,248.6
112,인천,2022-05,17.1,62,5.4,301.6
112,인천,2022-06,21.9,77,286,145.9
112,인천,2022-07,26.2,79,215.2,198.5
112,인천,2022-08,24.9,82,635.9,147.4
112,인천,2022-09,22,69,167.8,208.3
112,인천,2022-10,14.4,67,102.1,231.3
112,인천,2022-11,10.2,64,81.3,188.9
112,인천,2022-12,-2.6,56,14,192.4
112,인천,2023-01,-1.6,62,47.2,194.9
112,인천,2023-02,1.6,62,.5,202.8
112,인천,2023-03,8.1,57,10,237.9
112,인천,2023-04,12.7,61,70.4,189.1
112,인천,2023-05,18,67,133.8,229.9
112,인천,2023-06,21.8,77,116.2,229.9
112,인천,2023-07,25.7,84,370.8,182.6
112,인천,2023-08,26.6,80,297.5,189.9
112,인천,2023-09,23.5,75,129.2,168.5
112,인천,2023-10,16.3,65,16.8,224.4
112,인천,2023-11,6.9,66,63.1,156.7
112,인천,2023-12,1.2,69,75.9,139.9
114,원주,2008-01,-2.4,63,12.7,139.8
114,원주,2008-02,-2.3,53,10.5,208.5
114,원주,2008-03,6.2,62,68.4,165.2
114,원주,2008-04,13.1,56,42.9,176.8
114,원주,2008-05,17.5,59,78.1,194.4
114,원주,2008-06,21.1,66,100,138.5
114,원주,2008-07,26,76,383.5,81.2
114,원주,2008-08,24.6,72,160.5,181.1
114,원주,2008-09,21,67,86.6,165.5
114,원주,2008-10,14.5,66,23.6,173.1
114,원주,2008-11,6,65,15,137.2
114,원주,2008-12,.2,62,29.3,153
114,원주,2009-01,-3.7,60,9.3,167.4
114,원주,2009-02,2.5,61,27.8,113.4
114,원주,2009-03,6.2,55,57.5,184.2
114,원주,2009-04,12.3,54,38,189.9
114,원주,2009-05,18.4,59,111.1,211.4
114,원주,2009-06,22.4,63,95,166
114,원주,2009-07,24,75,602.8,102
114,원주,2009-08,25.1,69,208.8,160.9
114,원주,2009-09,20.6,69,50,186.4
114,원주,2009-10,14.2,65,62.5,189
114,원주,2009-11,6.2,65,69.9,112.7
114,원주,2009-12,-1.5,65,26.6,126.5
114,원주,2010-01,-5,66,40.8,150.6
114,원주,2010-02,1.2,62,62.1,127.8
114,원주,2010-03,4.6,63,78.2,120.5
114,원주,2010-04,10,51,58.5,155.1
114,원주,2010-05,17.8,57,78,189.8
114,원주,2010-06,23.4,63,86.6,173.8
114,원주,2010-07,26.1,74,174.8,93.2
114,원주,2010-08,27.1,78,269.9,93.9
114,원주,2010-09,21.1,76,550.2,138.1
114,원주,2010-10,13.7,69,24.7,142
114,원주,2010-11,5.8,54,19.5,172.5
114,원주,2010-12,-1.6,59,18.9,153.1
114,원주,2011-01,-7.7,55,11,212.4
114,원주,2011-02,.8,58,42.4,163.5
114,원주,2011-03,3.7,50,38.5,230.8
114,원주,2011-04,11.1,53,163.1,191.8
114,원주,2011-05,18.3,56,109.1,183.2
114,원주,2011-06,22.8,64,364.8,193.7
114,원주,2011-07,25.5,78,882,81
114,원주,2011-08,25.9,75,369.8,107.7
